Year_x,Player,Tm,Pos,Age,G,GS,MP,PER,AST,TOV,STL,BLK,TRB,PTS,FG%,PPG,MPG,PACE,height_x,weight_x,HeightxWeight,year_start,year_end,career
2011,Marvin Williams,ATL,SF,24.0,65.0,52.0,1865.0,13.5,88.0,62.0,34.0,23.0,313.0,676.0,0.458,10.4,28.69230769230769,90.23,185.0,89.0,16465.0,2006,2018,6
2012,Marvin Williams,ATL,SF,25.0,57.0,37.0,1500.0,15.8,71.0,39.0,47.0,18.0,294.0,579.0,0.4320000000000001,10.157894736842103,26.315789473684212,90.92,185.0,89.0,16465.0,2006,2018,7
2014,Trey Burke,UTA,PG,21.0,70.0,68.0,2262.0,12.6,396.0,131.0,42.0,6.0,208.0,895.0,0.38,12.785714285714285,32.31428571428572,92.34,185.0,86.0,15910.0,2014,2017,1
2015,Trey Burke,UTA,PG,22.0,76.0,43.0,2288.0,12.6,328.0,124.0,65.0,15.0,204.0,973.0,0.368,12.802631578947368,30.105263157894736,91.1,185.0,86.0,15910.0,2014,2017,2
2016,Trey Burke,UTA,PG,23.0,64.0,0.0,1366.0,14.0,148.0,80.0,35.0,6.0,112.0,679.0,0.413,10.609375,21.34375,91.7,185.0,86.0,15910.0,2014,2017,3
2017,Trey Burke,WAS,PG,24.0,57.0,0.0,703.0,10.8,100.0,48.0,11.0,5.0,47.0,285.0,0.455,5.0,12.333333333333336,97.97,185.0,86.0,15910.0,2014,2017,4
2014,Ian Clark,UTA,SG,22.0,23.0,0.0,172.0,9.2,15.0,14.0,8.0,2.0,19.0,68.0,0.388,2.9565217391304346,7.478260869565218,92.34,190.0,79.0,15010.0,2014,2018,1
2015,Ian Clark,UTA,SG,23.0,23.0,0.0,161.0,8.3,10.0,7.0,6.0,2.0,13.0,44.0,0.341,1.9130434782608696,7.0,91.1,190.0,79.0,15010.0,2014,2018,2
2016,Ian Clark,GSW,SG,24.0,66.0,1.0,578.0,11.5,64.0,43.0,17.0,13.0,68.0,236.0,0.441,3.575757575757576,8.757575757575758,100.27,190.0,79.0,15010.0,2014,2018,3
2017,Ian Clark,GSW,SG,25.0,77.0,0.0,1137.0,13.1,90.0,55.0,39.0,8.0,122.0,527.0,0.487,6.8441558441558445,14.766233766233766,100.38,190.0,79.0,15010.0,2014,2018,4
2014,Diante Garrett,UTA,PG,25.0,71.0,0.0,1048.0,7.1,120.0,75.0,41.0,5.0,97.0,248.0,0.381,3.492957746478873,14.76056338028169,92.34,190.0,83.0,15770.0,2013,2014,2
2014,Rudy Gobert,UTA,C,21.0,45.0,0.0,434.0,12.9,7.0,32.0,8.0,41.0,155.0,104.0,0.486,2.311111111111111,9.644444444444442,92.34,216.0,111.0,23976.0,2014,2018,1
2015,Rudy Gobert,UTA,C,22.0,82.0,37.0,2158.0,21.6,109.0,111.0,64.0,189.0,775.0,686.0,0.604,8.365853658536585,26.31707317073171,91.1,216.0,111.0,23976.0,2014,2018,2
2016,Rudy Gobert,UTA,C,23.0,61.0,60.0,1932.0,17.5,91.0,114.0,45.0,135.0,668.0,557.0,0.5589999999999999,9.131147540983608,31.672131147540984,91.7,216.0,111.0,23976.0,2014,2018,3
2017,Rudy Gobert,UTA,C,24.0,81.0,81.0,2744.0,23.3,97.0,148.0,49.0,214.0,1035.0,1137.0,0.662,14.037037037037035,33.876543209876544,92.11,216.0,111.0,23976.0,2014,2018,4
2015,Trevor Booker,UTA,PF,27.0,79.0,5.0,1564.0,15.3,83.0,88.0,43.0,41.0,397.0,567.0,0.487,7.177215189873418,19.79746835443038,91.1,203.0,103.0,20909.0,2011,2018,5
2016,Trevor Booker,UTA,PF,28.0,79.0,2.0,1632.0,14.4,84.0,81.0,59.0,41.0,452.0,463.0,0.49,5.860759493670887,20.658227848101266,91.7,203.0,103.0,20909.0,2011,2018,6
2011,Trevor Booker,WAS,PF,23.0,65.0,14.0,1063.0,15.3,35.0,38.0,29.0,42.0,251.0,346.0,0.5489999999999999,5.323076923076923,16.353846153846153,94.78,203.0,103.0,20909.0,2011,2018,1
2012,Trevor Booker,WAS,PF,24.0,50.0,32.0,1261.0,15.4,40.0,58.0,48.0,43.0,325.0,419.0,0.531,8.38,25.22,93.59,203.0,103.0,20909.0,2011,2018,2
2013,Trevor Booker,WAS,PF,25.0,48.0,14.0,887.0,13.9,40.0,31.0,32.0,16.0,239.0,256.0,0.491,5.333333333333333,18.479166666666668,93.26,203.0,103.0,20909.0,2011,2018,3
2014,Trevor Booker,WAS,PF,26.0,72.0,45.0,1553.0,15.0,64.0,58.0,41.0,45.0,379.0,491.0,0.551,6.8194444444444455,21.569444444444446,94.23,203.0,103.0,20909.0,2011,2018,4
2017,Trevor Booker,BRK,PF,29.0,71.0,43.0,1754.0,15.7,138.0,127.0,76.0,28.0,570.0,709.0,0.516,9.985915492957746,24.70422535211268,101.76,203.0,103.0,20909.0,2011,2018,7
2015,Dante Exum,UTA,PG,19.0,82.0,41.0,1817.0,5.7,198.0,118.0,41.0,14.0,131.0,393.0,0.349,4.7926829268292686,22.15853658536585,91.1,198.0,86.0,17028.0,2015,2017,1
2017,Dante Exum,UTA,PG,21.0,66.0,26.0,1228.0,8.6,112.0,80.0,21.0,12.0,132.0,412.0,0.4270000000000001,6.242424242424242,18.60606060606061,92.11,198.0,86.0,17028.0,2015,2017,3
2015,Rodney Hood,UTA,SG,22.0,50.0,21.0,1064.0,12.3,83.0,45.0,30.0,12.0,117.0,433.0,0.414,8.66,21.28,91.1,203.0,93.0,18879.0,2015,2018,1
2016,Rodney Hood,UTA,SG,23.0,79.0,79.0,2541.0,14.1,213.0,125.0,73.0,16.0,267.0,1149.0,0.42,14.544303797468356,32.164556962025316,91.7,203.0,93.0,18879.0,2015,2018,2
2017,Rodney Hood,UTA,SG,24.0,59.0,55.0,1593.0,12.4,96.0,65.0,38.0,11.0,202.0,748.0,0.408,12.677966101694913,27.0,92.11,203.0,93.0,18879.0,2015,2018,3
2015,Joe Ingles,UTA,SF,27.0,79.0,32.0,1673.0,9.6,182.0,98.0,72.0,10.0,175.0,396.0,0.415,5.012658227848102,21.177215189873422,91.1,203.0,102.0,20706.0,2015,2018,1
2016,Joe Ingles,UTA,SF,28.0,81.0,2.0,1241.0,10.3,96.0,65.0,55.0,4.0,151.0,342.0,0.426,4.222222222222221,15.320987654320989,91.7,203.0,102.0,20706.0,2015,2018,2
2017,Joe Ingles,UTA,SF,29.0,82.0,26.0,1972.0,12.4,224.0,107.0,96.0,8.0,260.0,581.0,0.452,7.085365853658537,24.04878048780488,92.11,203.0,102.0,20706.0,2015,2018,3
2015,Elijah Millsap,UTA,SG,27.0,47.0,5.0,924.0,7.9,58.0,67.0,56.0,16.0,150.0,248.0,0.34,5.276595744680852,19.65957446808511,91.1,198.0,102.0,20196.0,2015,2017,1
2016,Chris Johnson,UTA,SF,25.0,70.0,2.0,857.0,8.2,45.0,40.0,32.0,20.0,132.0,205.0,0.371,2.9285714285714284,12.242857142857142,91.7,183.0,77.0,14091.0,2011,2013,6
2016,Chris Johnson,UTA,SF,25.0,70.0,2.0,857.0,8.2,45.0,40.0,32.0,20.0,132.0,205.0,0.371,2.9285714285714284,12.242857142857142,91.7,183.0,77.0,14091.0,2013,2016,4
2014,Chris Johnson,BOS,SF,23.0,40.0,0.0,789.0,10.8,31.0,22.0,27.0,4.0,97.0,250.0,0.397,6.25,19.725,94.28,183.0,77.0,14091.0,2011,2013,4
2014,Chris Johnson,BOS,SF,23.0,40.0,0.0,789.0,10.8,31.0,22.0,27.0,4.0,97.0,250.0,0.397,6.25,19.725,94.28,183.0,77.0,14091.0,2013,2016,2
2013,Chris Johnson,MIN,C,27.0,30.0,0.0,284.0,18.4,8.0,13.0,7.0,28.0,60.0,117.0,0.64,3.9,9.466666666666667,93.96,183.0,77.0,14091.0,2011,2013,3
2013,Chris Johnson,MIN,C,27.0,30.0,0.0,284.0,18.4,8.0,13.0,7.0,28.0,60.0,117.0,0.64,3.9,9.466666666666667,93.96,183.0,77.0,14091.0,2013,2016,1
2016,Trey Lyles,UTA,PF,20.0,80.0,33.0,1382.0,11.6,59.0,65.0,26.0,18.0,299.0,488.0,0.438,6.1,17.275,91.7,208.0,106.0,22048.0,2016,2018,1
2017,Trey Lyles,UTA,PF,21.0,71.0,4.0,1158.0,10.0,70.0,64.0,26.0,20.0,235.0,440.0,0.362,6.197183098591549,16.309859154929573,92.11,208.0,106.0,22048.0,2016,2018,2
2016,Shelvin Mack,UTA,PG,25.0,28.0,27.0,879.0,13.2,149.0,81.0,26.0,3.0,106.0,355.0,0.444,12.678571428571427,31.392857142857146,91.7,190.0,92.0,17480.0,2012,2018,5
2017,Shelvin Mack,UTA,PG,26.0,55.0,9.0,1205.0,10.9,154.0,90.0,42.0,3.0,128.0,430.0,0.446,7.8181818181818175,21.90909090909091,92.11,190.0,92.0,17480.0,2012,2018,6
2014,Shelvin Mack,ATL,PG,23.0,73.0,11.0,1490.0,13.2,271.0,89.0,50.0,2.0,160.0,544.0,0.417,7.4520547945205475,20.410958904109584,95.43,190.0,92.0,17480.0,2012,2018,3
2015,Shelvin Mack,ATL,PG,24.0,55.0,0.0,833.0,13.2,155.0,49.0,30.0,2.0,79.0,299.0,0.401,5.4363636363636365,15.145454545454545,94.66,190.0,92.0,17480.0,2012,2018,4
2016,Shelvin Mack,ATL,PG,25.0,24.0,0.0,179.0,15.4,38.0,14.0,8.0,0.0,22.0,93.0,0.421,3.875,7.458333333333332,96.69,190.0,92.0,17480.0,2012,2018,5
2012,Shelvin Mack,WAS,PG,21.0,64.0,0.0,779.0,11.9,131.0,48.0,28.0,2.0,92.0,230.0,0.4,3.59375,12.171875,93.59,190.0,92.0,17480.0,2012,2018,1
2016,Raul Neto,UTA,PG,23.0,81.0,53.0,1499.0,10.2,174.0,109.0,62.0,2.0,120.0,476.0,0.431,5.876543209876544,18.50617283950617,91.7,185.0,81.0,14985.0,2016,2018,1
2017,Raul Neto,UTA,PG,24.0,40.0,0.0,346.0,10.7,34.0,15.0,21.0,5.0,30.0,100.0,0.451,2.5,8.65,92.11,185.0,81.0,14985.0,2016,2018,2
2016,Jeff Withey,UTA,C,25.0,51.0,10.0,658.0,17.7,20.0,28.0,21.0,53.0,173.0,217.0,0.537,4.254901960784314,12.901960784313724,91.7,213.0,104.0,22152.0,2014,2018,3
2017,Jeff Withey,UTA,C,26.0,51.0,1.0,432.0,18.8,7.0,14.0,16.0,32.0,121.0,146.0,0.534,2.862745098039216,8.470588235294116,92.11,213.0,104.0,22152.0,2014,2018,4
2014,Jeff Withey,NOP,C,23.0,58.0,4.0,684.0,15.2,26.0,20.0,15.0,50.0,150.0,190.0,0.535,3.2758620689655173,11.79310344827586,93.09,213.0,104.0,22152.0,2014,2018,1
2015,Jeff Withey,NOP,C,24.0,37.0,0.0,259.0,17.6,11.0,12.0,4.0,18.0,64.0,98.0,0.5,2.6486486486486487,7.0,92.29,213.0,104.0,22152.0,2014,2018,2
2017,Joe Johnson,UTA,SF,35.0,78.0,14.0,1843.0,12.8,144.0,69.0,36.0,18.0,242.0,715.0,0.436,9.166666666666666,23.628205128205128,92.11,201.0,90.0,18090.0,2002,2018,16
2016,Joe Johnson,MIA,SF,34.0,24.0,24.0,769.0,15.2,86.0,43.0,21.0,2.0,68.0,321.0,0.518,13.375,32.041666666666664,94.16,201.0,90.0,18090.0,2002,2018,15
2002,Joe Johnson,BOS,SG,20.0,48.0,33.0,1003.0,12.0,74.0,28.0,33.0,9.0,139.0,304.0,0.439,6.333333333333332,20.89583333333333,93.6,201.0,90.0,18090.0,2002,2018,1
2006,Joe Johnson,ATL,SG,24.0,82.0,82.0,3340.0,17.9,536.0,267.0,103.0,31.0,335.0,1653.0,0.453,20.15853658536585,40.73170731707317,91.79,201.0,90.0,18090.0,2002,2018,5
2007,Joe Johnson,ATL,SG,25.0,57.0,57.0,2359.0,19.5,249.0,176.0,60.0,11.0,239.0,1426.0,0.471,25.017543859649123,41.385964912280706,91.01,201.0,90.0,18090.0,2002,2018,6
2008,Joe Johnson,ATL,SG,26.0,82.0,82.0,3343.0,17.3,474.0,223.0,84.0,18.0,367.0,1779.0,0.4320000000000001,21.695121951219512,40.76829268292683,92.37,201.0,90.0,18090.0,2002,2018,7
2009,Joe Johnson,ATL,SG,27.0,79.0,79.0,3124.0,18.2,455.0,195.0,84.0,19.0,346.0,1688.0,0.4370000000000001,21.367088607594933,39.54430379746835,90.45,201.0,90.0,18090.0,2002,2018,8
2010,Joe Johnson,ATL,SG,28.0,76.0,76.0,2886.0,19.3,369.0,145.0,82.0,5.0,353.0,1619.0,0.458,21.30263157894737,37.973684210526315,90.79,201.0,90.0,18090.0,2002,2018,9
2011,Joe Johnson,ATL,SG,29.0,72.0,72.0,2554.0,16.4,338.0,146.0,47.0,7.0,291.0,1312.0,0.443,18.222222222222218,35.47222222222222,90.23,201.0,90.0,18090.0,2002,2018,10
2012,Joe Johnson,ATL,SG,30.0,60.0,60.0,2127.0,18.4,232.0,116.0,48.0,13.0,221.0,1129.0,0.454,18.816666666666666,35.45,90.92,201.0,90.0,18090.0,2002,2018,11
2002,Joe Johnson,PHO,SG,20.0,29.0,27.0,913.0,11.5,105.0,43.0,26.0,11.0,118.0,277.0,0.42,9.551724137931034,31.48275862068965,92.76,201.0,90.0,18090.0,2002,2018,1
2003,Joe Johnson,PHO,SG,21.0,82.0,34.0,2255.0,11.6,210.0,108.0,62.0,19.0,264.0,803.0,0.397,9.792682926829269,27.5,92.6,201.0,90.0,18090.0,2002,2018,2
2004,Joe Johnson,PHO,SG,22.0,82.0,77.0,3331.0,13.9,362.0,199.0,93.0,26.0,385.0,1367.0,0.43,16.670731707317074,40.621951219512205,93.73,201.0,90.0,18090.0,2002,2018,3
2005,Joe Johnson,PHO,SF,23.0,82.0,82.0,3240.0,15.1,291.0,148.0,79.0,24.0,422.0,1400.0,0.461,17.073170731707318,39.512195121951216,97.37,201.0,90.0,18090.0,2002,2018,4
2005,Joe Johnson,PHO,SF,23.0,82.0,82.0,3240.0,15.1,291.0,148.0,79.0,24.0,422.0,1400.0,0.461,17.073170731707318,39.512195121951216,96.59,201.0,90.0,18090.0,2002,2018,4
2013,Joe Johnson,BRK,SG,31.0,72.0,72.0,2642.0,14.1,253.0,123.0,49.0,14.0,218.0,1170.0,0.423,16.25,36.694444444444436,89.92,201.0,90.0,18090.0,2002,2018,12
2014,Joe Johnson,BRK,SG,32.0,79.0,79.0,2575.0,15.5,216.0,120.0,47.0,10.0,270.0,1245.0,0.454,15.759493670886073,32.59493670886076,92.44,201.0,90.0,18090.0,2002,2018,13
2015,Joe Johnson,BRK,SG,33.0,80.0,80.0,2791.0,14.1,292.0,137.0,59.0,14.0,384.0,1154.0,0.435,14.425,34.8875,93.72,201.0,90.0,18090.0,2002,2018,14
2016,Joe Johnson,BRK,SF,34.0,57.0,57.0,1934.0,10.7,232.0,116.0,40.0,2.0,224.0,671.0,0.406,11.771929824561406,33.929824561403514,96.13,201.0,90.0,18090.0,2002,2018,15
1997,Keith Askins,MIA,SF,29.0,78.0,30.0,1773.0,9.1,75.0,59.0,53.0,19.0,271.0,384.0,0.433,4.9230769230769225,22.73076923076923,89.59,201.0,89.0,17889.0,1991,1999,7
1998,Keith Askins,MIA,SF,30.0,46.0,12.0,681.0,5.5,29.0,26.0,27.0,12.0,101.0,111.0,0.32,2.4130434782608696,14.804347826086955,89.37,201.0,89.0,17889.0,1991,1999,8
1999,Keith Askins,MIA,SF,31.0,33.0,13.0,415.0,3.5,10.0,13.0,17.0,3.0,44.0,53.0,0.32299999999999995,1.606060606060606,12.575757575757574,86.4,201.0,89.0,17889.0,1991,1999,9
1997,Tim Hardaway,MIA,PG,30.0,81.0,81.0,3136.0,20.8,695.0,230.0,151.0,9.0,277.0,1644.0,0.415,20.296296296296298,38.716049382716044,89.59,183.0,79.0,14457.0,1990,2003,8
1998,Tim Hardaway,MIA,PG,31.0,81.0,81.0,3031.0,20.6,672.0,224.0,136.0,16.0,299.0,1528.0,0.431,18.8641975308642,37.419753086419746,89.37,183.0,79.0,14457.0,1990,2003,9
1999,Tim Hardaway,MIA,PG,32.0,48.0,48.0,1772.0,18.8,352.0,131.0,57.0,6.0,152.0,835.0,0.4,17.395833333333332,36.91666666666666,86.4,183.0,79.0,14457.0,1990,2003,10
2000,Tim Hardaway,MIA,PG,33.0,52.0,52.0,1672.0,16.4,385.0,119.0,49.0,4.0,150.0,696.0,0.386,13.384615384615385,32.153846153846146,91.24,183.0,79.0,14457.0,1990,2003,11
2001,Tim Hardaway,MIA,PG,34.0,77.0,77.0,2613.0,16.7,483.0,189.0,90.0,6.0,204.0,1150.0,0.392,14.935064935064936,33.935064935064936,88.42,183.0,79.0,14457.0,1990,2003,12
2016,Tim Hardaway,ATL,SG,23.0,51.0,1.0,864.0,11.7,51.0,23.0,21.0,7.0,86.0,326.0,0.43,6.3921568627450975,16.941176470588232,96.69,183.0,79.0,14457.0,2014,2018,3
2017,Tim Hardaway,ATL,SG,24.0,79.0,30.0,2154.0,15.2,182.0,106.0,55.0,15.0,224.0,1143.0,0.455,14.468354430379748,27.26582278481013,97.97,183.0,79.0,14457.0,2014,2018,4
2002,Tim Hardaway,DAL,PG,35.0,54.0,2.0,1276.0,13.4,201.0,73.0,40.0,8.0,97.0,518.0,0.362,9.592592592592592,23.62962962962963,94.38,183.0,79.0,14457.0,1990,2003,13
2014,Tim Hardaway,NYK,SG,21.0,81.0,1.0,1875.0,12.7,66.0,47.0,44.0,7.0,121.0,824.0,0.428,10.17283950617284,23.14814814814815,91.25,183.0,79.0,14457.0,2014,2018,1
2015,Tim Hardaway,NYK,SG,22.0,70.0,30.0,1681.0,12.1,127.0,82.0,20.0,14.0,156.0,804.0,0.389,11.485714285714286,24.014285714285716,92.08,183.0,79.0,14457.0,2014,2018,2
1997,Dan Majerle,MIA,SF,31.0,36.0,26.0,1264.0,13.2,116.0,50.0,54.0,14.0,162.0,390.0,0.406,10.833333333333336,35.111111111111114,89.59,198.0,97.0,19206.0,1989,2002,9
1998,Dan Majerle,MIA,SG,32.0,72.0,22.0,1928.0,12.2,157.0,65.0,68.0,15.0,268.0,519.0,0.419,7.208333333333332,26.777777777777782,89.37,198.0,97.0,19206.0,1989,2002,10
1999,Dan Majerle,MIA,SG,33.0,48.0,48.0,1624.0,10.2,150.0,55.0,38.0,7.0,208.0,337.0,0.396,7.020833333333332,33.833333333333336,86.4,198.0,97.0,19206.0,1989,2002,11
2000,Dan Majerle,MIA,SG,34.0,69.0,69.0,2308.0,11.4,206.0,62.0,89.0,17.0,333.0,506.0,0.403,7.333333333333332,33.44927536231884,91.24,198.0,97.0,19206.0,1989,2002,12
2001,Dan Majerle,MIA,SG,35.0,53.0,19.0,1306.0,9.4,88.0,35.0,53.0,15.0,166.0,267.0,0.336,5.037735849056603,24.641509433962263,88.42,198.0,97.0,19206.0,1989,2002,13
2002,Dan Majerle,PHO,SG,36.0,65.0,1.0,1180.0,10.3,90.0,35.0,48.0,15.0,176.0,300.0,0.343,4.615384615384615,18.153846153846157,92.76,198.0,97.0,19206.0,1989,2002,14
1998,Terry Mills,MIA,PF,30.0,50.0,0.0,782.0,7.7,39.0,45.0,19.0,9.0,152.0,212.0,0.393,4.24,15.64,89.37,208.0,104.0,21632.0,1991,2001,8
1997,Terry Mills,DET,PF,29.0,79.0,5.0,1997.0,16.4,99.0,85.0,35.0,27.0,377.0,857.0,0.444,10.848101265822782,25.27848101265823,86.14,208.0,104.0,21632.0,1991,2001,7
2000,Terry Mills,DET,PF,32.0,82.0,78.0,1842.0,11.0,85.0,46.0,38.0,24.0,390.0,548.0,0.439,6.682926829268293,22.463414634146343,97.57,208.0,104.0,21632.0,1991,2001,10
1998,Eric Murdock,MIA,PG,29.0,82.0,1.0,1395.0,15.7,219.0,104.0,103.0,13.0,156.0,507.0,0.422,6.182926829268293,17.01219512195122,89.37,185.0,86.0,15910.0,1992,2000,7
2000,Eric Murdock,LAC,PG,31.0,40.0,15.0,693.0,12.5,108.0,58.0,47.0,5.0,77.0,225.0,0.385,5.625,17.325,95.71,185.0,86.0,15910.0,1992,2000,9
1999,Rex Walters,MIA,SG,28.0,33.0,13.0,506.0,6.9,58.0,32.0,10.0,3.0,50.0,101.0,0.368,3.060606060606061,15.333333333333336,86.4,193.0,86.0,16598.0,1994,2000,6
2000,Rex Walters,MIA,PG,29.0,33.0,0.0,389.0,8.0,65.0,29.0,6.0,0.0,36.0,93.0,0.418,2.8181818181818183,11.787878787878787,91.24,193.0,86.0,16598.0,1994,2000,7
1997,Rex Walters,PHI,SG,26.0,59.0,16.0,1041.0,13.0,113.0,61.0,28.0,3.0,107.0,402.0,0.455,6.813559322033898,17.644067796610173,97.15,193.0,86.0,16598.0,1994,2000,4
1999,Clarence Weatherspoon,MIA,SF,28.0,49.0,3.0,1040.0,17.0,34.0,61.0,28.0,17.0,243.0,397.0,0.534,8.10204081632653,21.224489795918366,86.4,198.0,108.0,21384.0,1993,2005,7
2000,Clarence Weatherspoon,MIA,PF,29.0,78.0,2.0,1615.0,16.2,93.0,100.0,51.0,49.0,449.0,565.0,0.513,7.2435897435897445,20.7051282051282,91.24,198.0,108.0,21384.0,1993,2005,8
1998,Clarence Weatherspoon,GSW,PF,27.0,31.0,31.0,1035.0,14.4,49.0,50.0,42.0,22.0,258.0,331.0,0.458,10.677419354838712,33.38709677419355,93.32,198.0,108.0,21384.0,1993,2005,6
2004,Clarence Weatherspoon,HOU,PF,33.0,37.0,0.0,652.0,15.0,17.0,26.0,22.0,13.0,154.0,207.0,0.503,5.594594594594594,17.62162162162162,88.96,198.0,108.0,21384.0,1993,2005,12
2005,Clarence Weatherspoon,HOU,PF,34.0,40.0,18.0,525.0,9.0,17.0,15.0,9.0,6.0,122.0,123.0,0.412,3.075,13.125,90.2,198.0,108.0,21384.0,1993,2005,13
1997,Clarence Weatherspoon,PHI,SF,26.0,82.0,82.0,2949.0,14.2,140.0,137.0,74.0,86.0,679.0,1003.0,0.491,12.231707317073171,35.96341463414634,97.15,198.0,108.0,21384.0,1993,2005,5
1998,Clarence Weatherspoon,PHI,PF,27.0,48.0,18.0,1290.0,13.7,40.0,69.0,43.0,52.0,336.0,405.0,0.426,8.4375,26.875,92.15,198.0,108.0,21384.0,1993,2005,6
2001,Clarence Weatherspoon,CLE,PF,30.0,82.0,82.0,2774.0,17.4,103.0,112.0,85.0,105.0,796.0,924.0,0.501,11.268292682926829,33.829268292682926,92.34,198.0,108.0,21384.0,1993,2005,9
2002,Clarence Weatherspoon,NYK,PF,31.0,56.0,41.0,1728.0,13.3,60.0,47.0,37.0,48.0,460.0,494.0,0.418,8.821428571428571,30.857142857142854,90.81,198.0,108.0,21384.0,1993,2005,10
2003,Clarence Weatherspoon,NYK,PF,32.0,79.0,19.0,2024.0,14.5,68.0,63.0,69.0,36.0,599.0,521.0,0.449,6.594936708860758,25.620253164556967,92.09,198.0,108.0,21384.0,1993,2005,11
2001,Cedric Ceballos,MIA,SF,31.0,27.0,0.0,393.0,16.4,13.0,23.0,10.0,4.0,80.0,186.0,0.462,6.888888888888888,14.555555555555555,88.42,198.0,86.0,17028.0,1991,2001,11
2000,Cedric Ceballos,DAL,SF,30.0,69.0,25.0,2064.0,18.1,90.0,125.0,56.0,24.0,462.0,1147.0,0.446,16.6231884057971,29.91304347826087,96.65,198.0,86.0,17028.0,1991,2001,10
1997,Cedric Ceballos,PHO,SF,27.0,42.0,32.0,1147.0,17.7,49.0,68.0,28.0,17.0,277.0,643.0,0.464,15.309523809523812,27.309523809523807,94.54,198.0,86.0,17028.0,1991,2001,7
1998,Cedric Ceballos,PHO,SF,28.0,35.0,16.0,626.0,19.2,35.0,39.0,22.0,8.0,149.0,333.0,0.5,9.514285714285714,17.885714285714286,92.52,198.0,86.0,17028.0,1991,2001,8
2001,A.C. Green,MIA,PF,37.0,82.0,1.0,1411.0,11.2,39.0,45.0,30.0,8.0,313.0,367.0,0.444,4.475609756097562,17.20731707317073,88.42,203.0,106.0,21518.0,1986,2001,16
2000,A.C. Green,LAL,PF,36.0,82.0,82.0,1929.0,11.2,80.0,53.0,53.0,18.0,486.0,413.0,0.447,5.036585365853658,23.52439024390244,95.04,203.0,106.0,21518.0,1986,2001,15
1997,A.C. Green,DAL,PF,33.0,56.0,54.0,1944.0,12.6,52.0,54.0,52.0,15.0,518.0,444.0,0.486,7.928571428571429,34.714285714285715,90.71,203.0,106.0,21518.0,1986,2001,12
1998,A.C. Green,DAL,PF,34.0,82.0,68.0,2649.0,12.8,123.0,68.0,78.0,27.0,668.0,600.0,0.453,7.317073170731707,32.30487804878049,91.5,203.0,106.0,21518.0,1986,2001,13
1999,A.C. Green,DAL,PF,35.0,50.0,35.0,924.0,12.5,25.0,19.0,28.0,8.0,228.0,246.0,0.422,4.92,18.48,90.82,203.0,106.0,21518.0,1986,2001,14
1997,A.C. Green,PHO,PF,33.0,27.0,19.0,548.0,11.6,17.0,20.0,18.0,1.0,138.0,153.0,0.477,5.666666666666668,20.296296296296298,94.54,203.0,106.0,21518.0,1986,2001,12
2002,Kendall Gill,MIA,SG,33.0,65.0,49.0,1410.0,7.6,100.0,55.0,44.0,8.0,184.0,372.0,0.384,5.723076923076923,21.69230769230769,88.5,196.0,88.0,17248.0,1991,2005,12
1997,Kendall Gill,NJN,SF,28.0,82.0,81.0,3199.0,19.6,326.0,218.0,154.0,46.0,499.0,1789.0,0.443,21.817073170731707,39.012195121951216,94.55,196.0,88.0,17248.0,1991,2005,7
1998,Kendall Gill,NJN,SF,29.0,81.0,81.0,2733.0,14.9,200.0,124.0,156.0,64.0,391.0,1087.0,0.429,13.419753086419751,33.74074074074074,93.27,196.0,88.0,17248.0,1991,2005,8
1999,Kendall Gill,NJN,SF,30.0,50.0,47.0,1606.0,14.8,123.0,71.0,134.0,26.0,244.0,588.0,0.398,11.76,32.12,93.76,196.0,88.0,17248.0,1991,2005,9
2000,Kendall Gill,NJN,SF,31.0,76.0,75.0,2355.0,15.2,210.0,89.0,139.0,41.0,283.0,993.0,0.414,13.06578947368421,30.98684210526316,94.65,196.0,88.0,17248.0,1991,2005,10
2001,Kendall Gill,NJN,SG,32.0,31.0,26.0,892.0,10.1,87.0,48.0,47.0,7.0,131.0,283.0,0.331,9.129032258064516,28.774193548387093,93.36,196.0,88.0,17248.0,1991,2005,11
2004,Kendall Gill,CHI,SG,35.0,56.0,35.0,1411.0,11.1,89.0,83.0,65.0,16.0,190.0,539.0,0.392,9.625,25.19642857142857,93.26,196.0,88.0,17248.0,1991,2005,14
2003,Kendall Gill,MIN,SG,34.0,82.0,34.0,2068.0,10.6,156.0,108.0,78.0,15.0,248.0,714.0,0.422,8.707317073170731,25.21951219512195,93.1,196.0,88.0,17248.0,1991,2005,13
2003,Sean Lampley,MIA,SF,23.0,35.0,0.0,487.0,12.4,31.0,25.0,7.0,3.0,83.0,169.0,0.434,4.828571428571427,13.914285714285715,88.95,201.0,102.0,20502.0,2003,2004,1
2004,Bimbo Coles,MIA,PG,35.0,22.0,1.0,170.0,1.8,15.0,9.0,3.0,0.0,10.0,28.0,0.353,1.2727272727272727,7.727272727272727,89.31,185.0,81.0,14985.0,1991,2004,14
1997,Bimbo Coles,GSW,PG,28.0,51.0,13.0,1183.0,9.5,149.0,59.0,35.0,7.0,118.0,311.0,0.389,6.098039215686273,23.196078431372552,93.67,185.0,81.0,14985.0,1991,2004,7
1998,Bimbo Coles,GSW,PG,29.0,53.0,44.0,1471.0,10.4,248.0,89.0,51.0,13.0,123.0,423.0,0.379,7.981132075471697,27.754716981132077,93.32,185.0,81.0,14985.0,1991,2004,8
